"Gene.Names"	"apo1_Rep1"	"apo1_Rep2"	"apo1_Rep3"	"apo2_Rep1"	"apo2_Rep2"	"apo2_Rep3"	"apo3_Rep1"	"apo3_Rep2"	"apo3_Rep3"	"Entry"	"Entry.Name"	"Protein.names"	"Length"	"Pathway"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"EGW08_002660"	8	9	8	9	11	8	11	8	13	"A0A3S1BV48"	"A0A3S1BV48_ELYCH"	"Uncharacterized protein"	143	""	""	""
"EGW08_002661"	25	13	21	31	17	24	27	18	19	"A0A433U6V3"	"A0A433U6V3_ELYCH"	"CUB domain-containing protein"	291	""	""	""
"EGW08_002662"	30	23	7	26	12	14	27	14	13	"A0A433U6W9"	"A0A433U6W9_ELYCH"	"EGF-like domain-containing protein"	563	""	""	"GO:0005509"
"EGW08_002663"	6	3	3	6	4	2	0	0	0	"A0A3S0ZY39"	"A0A3S0ZY39_ELYCH"	"Uncharacterized protein"	240	""	""	""
"EGW08_002664"	7	4	3	9	6	3	5	3	2	"A0A3S1BR48"	"A0A3S1BR48_ELYCH"	"EGF-like domain-containing protein"	189	""	""	"GO:0005509"
"EGW08_002665"	68	26	42	80	40	40	91	44	47	"A0A3S1BRA6"	"A0A3S1BRA6_ELYCH"	"Uncharacterized protein"	152	""	""	""
"EGW08_002666"	1	1	0	0	0	0	0	0	0	"A0A3S1HZZ9"	"A0A3S1HZZ9_ELYCH"	"Uncharacterized protein"	114	""	""	""
"EGW08_002667"	20	13	7	33	19	14	23	8	15	"A0A3S1AE44"	"A0A3S1AE44_ELYCH"	"Uncharacterized protein"	357	""	""	""
"EGW08_002668"	350	164	186	455	259	196	388	194	194	"A0A433U6V7"	"A0A433U6V7_ELYCH"	"EF-hand domain-containing protein"	340	""	""	"GO:0005509"
"EGW08_002669"	25	13	12	24	12	12	31	13	18	"A0A433U6W5"	"A0A433U6W5_ELYCH"	"Major facilitator superfamily (MFS) profile domain-containing protein"	642	""	""	"GO:0016020; GO:0022857"
"EGW08_002670"	0	0	0	0	0	0	0	0	0	"A0A3S1A3A3"	"A0A3S1A3A3_ELYCH"	"Uncharacterized protein"	113	""	""	""
"EGW08_002671"	2	2	0	1	1	0	1	1	0	"A0A3S1CD84"	"A0A3S1CD84_ELYCH"	"F-box domain-containing protein"	405	""	""	""
"EGW08_002672"	141	64	77	173	81	92	158	83	75	"A0A433U6Y3"	"A0A433U6Y3_ELYCH"	"Uncharacterized protein"	191	""	""	"GO:0016020"
"EGW08_002673"	18	10	8	21	11	11	24	15	9	"A0A3S1BJ54"	"A0A3S1BJ54_ELYCH"	"RFX-type winged-helix domain-containing protein"	1359	""	""	"GO:0003677; GO:0003700"
"EGW08_002674"	0	0	0	0	1	0	0	0	0	"A0A433U6S6"	"A0A433U6S6_ELYCH"	"Uncharacterized protein"	205	""	""	""
"EGW08_002675"	14	7	7	16	4	12	16	6	10	"A0A3S0ZYX8"	"A0A3S0ZYX8_ELYCH"	"WSC domain-containing protein"	150	""	""	""
"EGW08_002676"	0	0	0	0	0	0	1	1	0	"A0A433U793"	"A0A433U793_ELYCH"	"Uncharacterized protein"	415	""	""	"GO:0016020"
"EGW08_002677"	7	6	1	5	2	3	6	4	2	"A0A3S1BV55"	"A0A3S1BV55_ELYCH"	"Chitin-binding type-2 domain-containing protein"	234	""	""	"GO:0016020"
"EGW08_002678"	15	5	10	12	5	7	17	7	10	"A0A3S0ZY47"	"A0A3S0ZY47_ELYCH"	"F5/8 type C domain-containing protein"	218	""	""	""
"EGW08_002679"	55	34	21	64	40	24	65	34	31	"A0A3S1BR57"	"A0A3S1BR57_ELYCH"	"DNA repair protein XRCC4"	371	""	"DNA recombination [GO:0006310]; double-strand break repair via nonhomologous end joining [GO:0006303]"	"GO:0003677; GO:0005634; GO:0006303; GO:0006310"
"EGW08_002680"	8230	4881	3349	9812	5928	3884	9134	5343	3791	"A0A3S1BRB4"	"A0A3S1BRB4_ELYCH"	"Uncharacterized protein"	103	""	""	""
"EGW08_002681"	2	1	1	2	1	1	5	1	4	"A0A433U6X2"	"A0A433U6X2_ELYCH"	"Protein kinase domain-containing protein"	318	""	"protein phosphorylation [GO:0006468]"	"GO:0004672; GO:0005524; GO:0006468"
"EGW08_002682"	107	57	50	113	57	56	136	65	71	"A0A3S1I013"	"A0A3S1I013_ELYCH"	"BRCT domain-containing protein"	549	""	"DNA repair [GO:0006281]"	"GO:0003677; GO:0003887; GO:0005634; GO:0006281; GO:0046872"
"EGW08_002683"	13	7	6	24	12	12	13	4	9	"A0A3S1AE55"	"A0A3S1AE55_ELYCH"	"BTB domain-containing protein"	909	""	""	""
"EGW08_002684"	0	0	0	0	0	0	0	0	0	"A0A3S1A3B2"	"A0A3S1A3B2_ELYCH"	"Fibrinogen C-terminal domain-containing protein"	278	""	""	""
"EGW08_002685"	0	0	0	0	0	0	0	0	0	"A0A433U6X0"	"A0A433U6X0_ELYCH"	"Uncharacterized protein"	364	""	""	"GO:0005044; GO:0016020"
"EGW08_002686"	2	1	1	3	3	0	1	1	0	"A0A3S1CD91"	"A0A3S1CD91_ELYCH"	"Tyrosine specific protein phosphatases domain-containing protein"	165	""	"protein dephosphorylation [GO:0006470]"	"GO:0004725; GO:0006470"
"EGW08_002687"	8	4	4	10	2	8	8	4	4	"A0A433U6U5"	"A0A433U6U5_ELYCH"	"Protein-tyrosine-phosphatase"	681	""	"protein dephosphorylation [GO:0006470]"	"GO:0004725; GO:0006470; GO:0016020"
"EGW08_002688"	1	1	0	0	0	0	2	0	2	"A0A3S1BJ63"	"A0A3S1BJ63_ELYCH"	"Fucolectin tachylectin-4 pentraxin-1 domain-containing protein"	180	""	""	""
"EGW08_002689"	420	212	208	519	258	261	481	220	261	"A0A3S0ZYY5"	"A0A3S0ZYY5_ELYCH"	"Protein LTV1 homolog"	441	""	"ribosomal small subunit biogenesis [GO:0042274]"	"GO:0042274"
"EGW08_002690"	91	47	44	104	54	50	96	44	52	"A0A3S1BV65"	"A0A3S1BV65_ELYCH"	"Uncharacterized protein"	183	""	""	""
"EGW08_002691"	297	140	157	338	177	161	343	176	167	"A0A3S0ZY55"	"A0A3S0ZY55_ELYCH"	"C2 domain-containing protein"	999	""	""	"GO:0001227"
"EGW08_002692"	35	18	17	28	15	13	38	18	20	"A0A3S1BR66"	"A0A3S1BR66_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	314	""	""	"GO:0004930; GO:0016020"
"EGW08_002693"	0	0	0	0	0	0	1	0	1	"A0A3S1BRC4"	"A0A3S1BRC4_ELYCH"	"DOMON domain-containing protein"	160	""	""	"GO:0005576"
"EGW08_002694"	103	55	48	111	59	52	104	53	51	"A0A433U6V0"	"A0A433U6V0_ELYCH"	"Uncharacterized protein"	474	""	""	""
"EGW08_002695"	122	56	66	150	74	76	155	79	76	"A0A433U6Z0"	"A0A433U6Z0_ELYCH"	"MHD domain-containing protein"	407	""	"intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]"	"GO:0006886; GO:0016192; GO:0030131"
"EGW08_002696"	45	27	18	53	25	28	55	21	34	"A0A433U7B3"	"A0A433U7B3_ELYCH"	"Alcohol dehydrogenase-like N-terminal domain-containing protein"	190	""	""	"GO:0008270; GO:0016491"
"EGW08_002697"	51	26	25	73	36	37	56	27	29	"A0A433U6V2"	"A0A433U6V2_ELYCH"	"t-SNARE coiled-coil homology domain-containing protein"	213	""	"intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]"	"GO:0005484; GO:0005794; GO:0006886; GO:0016020; GO:0016192"
"EGW08_002698"	284	149	135	353	191	162	359	189	170	"A0A3S1I025"	"A0A3S1I025_ELYCH"	"Uncharacterized protein"	1156	""	""	""
"EGW08_002699"	0	0	0	0	0	0	0	0	0	"A0A433U6Y2"	"A0A433U6Y2_ELYCH"	"Uncharacterized protein"	308	""	""	""
"EGW08_002700"	0	0	0	0	0	0	0	0	0	"A0A3S1AE62"	"A0A3S1AE62_ELYCH"	"Uncharacterized protein"	228	""	""	""
"EGW08_002701"	1	0	1	7	2	5	2	1	1	"A0A3S1A3C1"	"A0A3S1A3C1_ELYCH"	"Secreted protein"	199	""	""	""
"EGW08_002702"	343	197	146	411	222	189	410	233	177	"A0A433U6U9"	"A0A433U6U9_ELYCH"	"Reticulon-like protein"	396	""	""	"GO:0005789"
"EGW08_002703"	82	43	39	67	35	32	92	54	38	"A0A3S1A386"	"A0A3S1A386_ELYCH"	"Uncharacterized protein"	354	""	""	""
"EGW08_002704"	77	37	40	86	35	51	50	26	24	"A0A433U6P4"	"A0A433U6P4_ELYCH"	"Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)"	239	""	"regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0003712; GO:0006357; GO:0016592"
"EGW08_002705"	27	11	16	29	11	18	18	12	6	"A0A3S1CD69"	"A0A3S1CD69_ELYCH"	"MARVEL domain-containing protein"	234	""	""	"GO:0016020"
"EGW08_002706"	82	43	39	89	50	39	92	44	48	"A0A433U756"	"A0A433U756_ELYCH"	"Cyclic nucleotide-binding domain-containing protein"	807	""	""	""
"EGW08_002707"	90	42	48	96	54	42	86	48	38	"A0A3S1BJ36"	"A0A3S1BJ36_ELYCH"	"Calcineurin-like phosphoesterase domain-containing protein"	649	""	""	"GO:0016020; GO:0016787"
"EGW08_002708"	116	55	61	128	58	70	110	47	63	"A0A433U6U0"	"A0A433U6U0_ELYCH"	"Protein MEMO1"	299	""	""	""
"EGW08_002709"	44	20	24	46	21	25	41	21	20	"A0A433U6T1"	"A0A433U6T1_ELYCH"	"Homeobox domain-containing protein"	189	""	"regulation of DNA-templated transcription [GO:0006355]"	"GO:0003677; GO:0005634; GO:0006355"
"EGW08_002710"	0	0	0	0	0	0	1	0	1	"A0A3S0ZYW1"	"A0A3S0ZYW1_ELYCH"	"Uncharacterized protein"	261	""	""	""
"EGW08_002711"	41	21	20	30	16	14	51	26	25	"A0A433U6S4"	"A0A433U6S4_ELYCH"	"MEIS N-terminal domain-containing protein"	377	""	""	"GO:0005634"
"EGW08_002712"	0	0	0	0	0	0	0	0	0	"A0A3S1BV38"	"A0A3S1BV38_ELYCH"	"Uncharacterized protein"	212	""	""	"GO:0016020"
"EGW08_002713"	73	35	38	97	57	40	91	39	52	"A0A433U6S0"	"A0A433U6S0_ELYCH"	"TNF family profile domain-containing protein"	369	""	"immune response [GO:0006955]"	"GO:0005164; GO:0006955; GO:0016020"
"EGW08_002714"	113	50	63	117	56	61	129	61	68	"A0A3S0ZY31"	"A0A3S0ZY31_ELYCH"	"LIM domain-containing protein"	393	""	""	"GO:0046872; GO:0110165"
"EGW08_002715"	7	4	3	13	9	4	11	7	4	"A0A433U6T2"	"A0A433U6T2_ELYCH"	"Uncharacterized protein"	225	""	""	""
"EGW08_002716"	242	130	112	294	157	137	262	142	120	"A0A433U766"	"A0A433U766_ELYCH"	"Calponin-homology (CH) domain-containing protein"	1108	""	"actin cytoskeleton organization [GO:0030036]"	"GO:0030036; GO:0043232; GO:0051015"
"EGW08_002717"	233	136	97	293	162	131	260	149	111	"A0A3S1BR39"	"A0A3S1BR39_ELYCH"	"Uncharacterized protein"	599	""	""	""
"EGW08_002718"	137	70	67	197	97	100	179	99	80	"A0A433U6U6"	"A0A433U6U6_ELYCH"	"Cadherin domain-containing protein"	995	""	"homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]"	"GO:0005509; GO:0005886; GO:0007156"
"EGW08_002719"	0	0	0	1	0	1	1	1	0	"A0A433U6V5"	"A0A433U6V5_ELYCH"	"Uncharacterized protein"	483	""	""	""
"EGW08_002720"	53	26	27	62	27	35	61	29	32	"A0A433U6S1"	"A0A433U6S1_ELYCH"	"Clock"	856	""	"circadian regulation of gene expression [GO:0032922]"	"GO:0000981; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0032922; GO:0046983"
"EGW08_002721"	16	7	9	17	10	7	17	7	10	"A0A433U6T8"	"A0A433U6T8_ELYCH"	"Uncharacterized protein"	256	""	""	""
"EGW08_002722"	4	1	3	5	4	1	7	3	4	"A0A3S1BR94"	"A0A3S1BR94_ELYCH"	"Neurotransmitter-gated ion-channel ligand-binding domain-containing protein"	419	""	""	"GO:0004888; GO:0005230; GO:0016020"
"EGW08_002723"	1054	522	532	1212	619	593	1210	624	586	"A0A3S1HZY7"	"A0A3S1HZY7_ELYCH"	"FERM domain-containing protein"	521	""	""	"GO:0003779; GO:0005737; GO:0005856; GO:0005886"
"EGW08_002724"	21	13	8	20	7	13	18	8	10	"A0A3S1AE35"	"A0A3S1AE35_ELYCH"	"PiggyBac transposable element-derived protein domain-containing protein"	239	""	""	""
"EGW08_002725"	30	10	20	34	15	19	43	21	22	"A0A433U6N1"	"A0A433U6N1_ELYCH"	"BTB domain-containing protein"	568	""	""	""
"EGW08_002726"	95	44	51	120	68	52	123	56	67	"A0A433U6P2"	"A0A433U6P2_ELYCH"	"C2H2-type domain-containing protein"	1222	""	""	""
"EGW08_002727"	0	0	0	1	0	1	1	1	0	"A0A3S1AE19"	"A0A3S1AE19_ELYCH"	"Uncharacterized protein"	259	""	""	""
"EGW08_002728"	6	4	2	4	1	3	1	0	1	"A0A433U6P3"	"A0A433U6P3_ELYCH"	"Uncharacterized protein"	251	""	""	""
"EGW08_002729"	0	0	0	0	0	0	0	0	0	"A0A3S1A376"	"A0A3S1A376_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	141	""	""	"GO:0016020"
"EGW08_002730"	52	26	26	83	40	43	74	36	38	"A0A3S1CD61"	"A0A3S1CD61_ELYCH"	"Uncharacterized protein"	1767	""	""	""
"EGW08_002731"	22	11	11	21	14	7	11	5	6	"A0A433U739"	"A0A433U739_ELYCH"	"Protein sleepless"	165	""	"positive regulation of voltage-gated potassium channel activity [GO:1903818]; regulation of synaptic transmission, cholinergic [GO:0032222]; sleep [GO:0030431]"	"GO:0016020; GO:0030431; GO:0032222; GO:1903818"
"EGW08_002732"	33	17	16	42	25	17	43	22	21	"A0A433U6M5"	"A0A433U6M5_ELYCH"	"GRAM domain-containing protein"	404	""	"apoptotic process [GO:0006915]"	"GO:0006915; GO:0016020"
"EGW08_002733"	18	8	10	18	11	7	24	12	12	"A0A433U6R3"	"A0A433U6R3_ELYCH"	"Uncharacterized protein"	196	""	""	""
"EGW08_002734"	32	14	18	62	33	29	47	29	18	"A0A3S1BJ28"	"A0A3S1BJ28_ELYCH"	"Uncharacterized protein"	937	""	""	""
"EGW08_002735"	6	5	1	10	5	5	5	2	3	"A0A3S0ZYV3"	"A0A3S0ZYV3_ELYCH"	"Uncharacterized protein"	407	""	""	""
"EGW08_002736"	1097	556	541	1304	683	621	1184	611	573	"A0A433U6Q3"	"A0A433U6Q3_ELYCH"	"HECT-type E3 ubiquitin transferase (EC 2.3.2.26)"	4818	"PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}."	"DNA repair [GO:0006281]; protein ubiquitination [GO:0016567]"	"GO:0004842; GO:0005634; GO:0006281; GO:0008270; GO:0016020; GO:0016567"
"EGW08_002737"	267	142	125	299	156	143	296	159	137	"A0A433U6U1"	"A0A433U6U1_ELYCH"	"Receptor ligand binding region domain-containing protein"	1583	""	""	"GO:0004930; GO:0016020"
"EGW08_002738"	28	16	12	37	23	14	21	11	10	"A0A3S1BV32"	"A0A3S1BV32_ELYCH"	"Centriolar and ciliogenesis-associated protein HYLS1 C-terminal domain-containing protein"	408	""	""	""
"EGW08_002739"	9	5	4	14	10	4	9	5	4	"A0A433U6N3"	"A0A433U6N3_ELYCH"	"Sushi domain-containing protein"	583	""	""	""
"EGW08_002740"	75	40	35	96	48	48	98	52	46	"A0A3S0ZY19"	"A0A3S0ZY19_ELYCH"	"guanylate cyclase (EC 4.6.1.2)"	1022	""	"intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]"	"GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0006468; GO:0016020; GO:0035556"
"EGW08_002741"	1	1	0	9	2	7	8	3	5	"A0A433U747"	"A0A433U747_ELYCH"	"Receptor ligand binding region domain-containing protein"	299	""	""	"GO:0016020"
"EGW08_002742"	4	4	0	0	0	0	2	1	1	"A0A3S1BR32"	"A0A3S1BR32_ELYCH"	"Receptor ligand binding region domain-containing protein"	231	""	""	"GO:0016020"
"EGW08_002743"	0	21	25	0	24	23	0	22	32	"A0A3S1BR80"	"A0A3S1BR80_ELYCH"	"Uncharacterized protein"	158	""	""	""
"EGW08_002744"	496	298	244	525	309	263	532	313	273	"A0A433U6R5"	"A0A433U6R5_ELYCH"	"VWFA domain-containing protein"	963	""	""	""
"EGW08_002745"	0	0	0	4	0	4	4	4	0	"A0A3S1HZX8"	"A0A3S1HZX8_ELYCH"	"SEA domain-containing protein"	330	""	""	""
"EGW08_002746"	0	0	0	2	0	2	3	2	1	"A0A3S1AE29"	"A0A3S1AE29_ELYCH"	"Receptor ligand binding region domain-containing protein"	210	""	""	"GO:0016020"
"EGW08_002747"	41	25	16	50	24	26	27	14	13	"A0A433U6L1"	"A0A433U6L1_ELYCH"	"Uncharacterized protein"	171	""	""	""
"EGW08_002748"	71	36	35	70	32	38	72	40	32	"A0A3S1A361"	"A0A3S1A361_ELYCH"	"DNA repair protein SWI5 homolog (Protein SAE3 homolog)"	115	""	"DNA repair [GO:0006281]"	"GO:0006281"
"EGW08_002749"	43	21	22	51	27	24	42	20	22	"A0A3S1CD45"	"A0A3S1CD45_ELYCH"	"Rieske domain-containing protein"	122	""	""	"GO:0008942; GO:0046872; GO:0051537"
"EGW08_002750"	272	128	144	318	149	169	317	151	166	"A0A3S1BJ05"	"A0A3S1BJ05_ELYCH"	"Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)"	534	""	"lipid transport [GO:0006869]"	"GO:0003988; GO:0005739; GO:0006869; GO:0008289; GO:0033814; GO:0050632; GO:0050633"
"EGW08_002751"	201	93	108	245	113	132	202	103	100	"A0A3S0ZYT4"	"A0A3S0ZYT4_ELYCH"	"SCP2 domain-containing protein"	163	""	""	""
"EGW08_002752"	162	88	74	180	87	93	168	88	81	"A0A433U6K5"	"A0A433U6K5_ELYCH"	"Uncharacterized protein"	543	""	""	"GO:0016020"
"EGW08_002753"	56	20	36	76	44	32	71	35	36	"A0A433U6I8"	"A0A433U6I8_ELYCH"	"Importin-13"	961	""	"intracellular protein transport [GO:0006886]; nucleocytoplasmic transport [GO:0006913]"	"GO:0005634; GO:0006886; GO:0006913; GO:0031267"
"EGW08_002754"	67	33	34	68	41	27	62	29	33	"A0A3S1BV16"	"A0A3S1BV16_ELYCH"	"DUF4629 domain-containing protein"	463	""	""	""
"EGW08_002755"	1069	542	527	1348	693	655	1264	612	652	"A0A433U6Z3"	"A0A433U6Z3_ELYCH"	"PDZ domain-containing protein"	998	""	""	""
"EGW08_002756"	60	28	32	85	41	44	62	27	35	"A0A433U6I1"	"A0A433U6I1_ELYCH"	"PDZ domain-containing protein"	408	""	""	""
"EGW08_002757"	177	81	96	205	98	107	198	99	99	"A0A3S0ZY02"	"A0A3S0ZY02_ELYCH"	"Dynein heavy chain ATP-binding dynein motor region domain-containing protein"	1592	""	"microtubule-based movement [GO:0007018]"	"GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"
"EGW08_002758"	58	25	33	65	35	30	79	47	32	"A0A433U6K9"	"A0A433U6K9_ELYCH"	"Snurportin-1 (RNA U transporter 1)"	404	""	"protein import into nucleus [GO:0006606]; snRNA import into nucleus [GO:0061015]"	"GO:0003723; GO:0005634; GO:0005737; GO:0006606; GO:0061015; GO:0061608"
"EGW08_002759"	22	13	9	16	9	7	17	7	10	"A0A3S1BR18"	"A0A3S1BR18_ELYCH"	"Transmembrane protein"	310	""	""	"GO:0016020"
"EGW08_002760"	2	1	1	5	3	2	1	0	1	"A0A433U6K8"	"A0A433U6K8_ELYCH"	"Uncharacterized protein"	218	""	""	""
"EGW08_002761"	61	31	30	79	43	36	77	38	39	"A0A433U6P9"	"A0A433U6P9_ELYCH"	"Glycerophosphocholine acyltransferase 1"	435	""	"lipid metabolic process [GO:0006629]"	"GO:0006629; GO:0016020; GO:0016746"
"EGW08_002762"	39	21	18	54	26	28	52	28	24	"A0A3S1BR58"	"A0A3S1BR58_ELYCH"	"GAF domain-containing protein"	239	""	""	""
"EGW08_002763"	4	3	1	0	0	0	1	1	0	"A0A433U6J8"	"A0A433U6J8_ELYCH"	"Uncharacterized protein"	2674	""	""	""
"EGW08_002764"	0	0	0	1	1	0	2	1	1	"A0A3S1HZV7"	"A0A3S1HZV7_ELYCH"	"Uncharacterized protein"	699	""	""	""
"EGW08_002765"	2	0	2	6	4	2	5	4	1	"A0A3S1AE07"	"A0A3S1AE07_ELYCH"	"Uncharacterized protein"	727	""	""	""
"EGW08_002766"	0	0	0	1	0	1	1	0	1	"A0A3S1A369"	"A0A3S1A369_ELYCH"	"Uncharacterized protein"	252	""	"nucleosome assembly [GO:0006334]"	"GO:0000786; GO:0003677; GO:0006334; GO:0030527"
"EGW08_002767"	145	73	72	168	79	89	156	80	76	"A0A433U6M9"	"A0A433U6M9_ELYCH"	"PDEase domain-containing protein"	324	""	"signal transduction [GO:0007165]"	"GO:0004114; GO:0007165; GO:0046872"
"EGW08_002768"	302	151	151	363	168	195	342	167	175	"A0A433U6M2"	"A0A433U6M2_ELYCH"	"FRG1-like protein"	267	""	"muscle organ development [GO:0007517]"	"GO:0005730; GO:0007517; GO:0015030"
"EGW08_002769"	307	165	142	326	152	174	318	155	163	"A0A433U6L2"	"A0A433U6L2_ELYCH"	"BTB domain-containing protein"	558	""	""	""
"EGW08_002770"	139	76	63	152	79	73	175	95	80	"A0A433U6L9"	"A0A433U6L9_ELYCH"	"Trafficking protein particle complex subunit"	141	""	"endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]"	"GO:0006888; GO:0048471"
"EGW08_002771"	201	99	102	225	115	110	190	100	90	"A0A3S1CD54"	"A0A3S1CD54_ELYCH"	"ER membrane protein complex subunit 7 beta-sandwich domain-containing protein"	230	""	""	"GO:0016020; GO:0030246"
"EGW08_002772"	90	46	44	114	54	60	98	50	48	"A0A433U6M4"	"A0A433U6M4_ELYCH"	"STING ER exit protein"	214	""	""	""
"EGW08_002773"	0	0	0	0	0	0	1	1	0	"A0A3S1BJ13"	"A0A3S1BJ13_ELYCH"	"Post-GPI attachment to proteins factor 2"	287	""	""	"GO:0000139"
"EGW08_002774"	67	35	32	104	53	51	73	22	51	"A0A433U6N6"	"A0A433U6N6_ELYCH"	"Post-GPI attachment to proteins factor 2"	279	""	""	"GO:0000139"
"EGW08_002775"	4	1	3	10	6	4	9	5	4	"A0A433U715"	"A0A433U715_ELYCH"	"Uncharacterized protein"	369	""	""	"GO:0016020"
"EGW08_002776"	42	29	13	52	29	23	50	29	21	"A0A433U6K3"	"A0A433U6K3_ELYCH"	"Anaphase-promoting complex subunit 15"	102	""	"regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]"	"GO:0005680; GO:0090266"
"EGW08_002777"	21	7	14	31	15	16	30	13	17	"A0A433U6N7"	"A0A433U6N7_ELYCH"	"Uncharacterized protein"	189	""	""	"GO:0016020"
"EGW08_002778"	0	0	0	0	0	0	0	0	0	"A0A3S0ZYU1"	"A0A3S0ZYU1_ELYCH"	"Uncharacterized protein"	106	""	""	""
"EGW08_002779"	121	62	59	141	67	74	151	83	68	"A0A433U6M0"	"A0A433U6M0_ELYCH"	"Uncharacterized protein"	249	""	""	""
"EGW08_002780"	12	5	7	10	5	5	5	1	4	"A0A433U6N0"	"A0A433U6N0_ELYCH"	"Uncharacterized protein"	109	""	"muscle organ development [GO:0007517]"	"GO:0005856; GO:0007517; GO:0016012"
"EGW08_002781"	39	22	17	26	11	15	33	12	21	"A0A433U6S5"	"A0A433U6S5_ELYCH"	"MADF domain-containing protein"	174	""	"DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]"	"GO:0003677; GO:0005634; GO:0006351; GO:0006355"
"EGW08_002782"	6121	3186	2935	7156	3655	3501	6909	3554	3355	"A0A3S1BV23"	"A0A3S1BV23_ELYCH"	"Ubiquitin-like domain-containing protein"	685	""	""	""
"EGW08_002783"	68	33	35	77	37	40	48	25	23	"A0A3S0ZY10"	"A0A3S0ZY10_ELYCH"	"Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1)"	314	""	"cellular response to amino acid stimulus [GO:0071230]; cholesterol homeostasis [GO:0042632]; endosomal transport [GO:0016197]; lysosome organization [GO:0007040]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of TOR signaling [GO:0032008]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of receptor recycling [GO:0001919]"	"GO:0000413; GO:0001919; GO:0003755; GO:0005765; GO:0007040; GO:0016197; GO:0031902; GO:0032008; GO:0042632; GO:0043410; GO:0045121; GO:0071230; GO:0071986"
"EGW08_002784"	2	2	0	1	1	0	0	0	0	"A0A3S1BR26"	"A0A3S1BR26_ELYCH"	"Uncharacterized protein"	475	""	""	"GO:0005272; GO:0016020"
"EGW08_002785"	6	4	2	3	1	2	5	3	2	"A0A3S1BR70"	"A0A3S1BR70_ELYCH"	"Uncharacterized protein"	78	""	""	""
"EGW08_002786"	8	2	6	8	2	6	12	3	9	"A0A433U6L6"	"A0A433U6L6_ELYCH"	"Protein-serine/threonine phosphatase"	283	""	""	""
"EGW08_002787"	2	2	0	1	0	1	1	0	1	"A0A3S1HZW8"	"A0A3S1HZW8_ELYCH"	"Uncharacterized protein"	283	""	""	""
"EGW08_002788"	0	0	0	0	0	0	0	0	0	"A0A433U6P0"	"A0A433U6P0_ELYCH"	"Uncharacterized protein"	119	""	""	""
"EGW08_002789"	265	129	136	327	158	169	309	159	150	"A0A433U6D9"	"A0A433U6D9_ELYCH"	"Ubiquitin-like domain-containing protein"	645	""	""	"GO:0005634"
"EGW08_002790"	53	21	32	53	24	29	62	31	31	"A0A3S1BIY3"	"A0A3S1BIY3_ELYCH"	"EF-hand domain-containing protein"	405	""	""	"GO:0005509"
"EGW08_002791"	15	7	8	10	7	3	9	3	6	"A0A433U6W1"	"A0A433U6W1_ELYCH"	"Amidase domain-containing protein"	630	""	""	""
"EGW08_002792"	41	14	27	62	24	38	43	26	17	"A0A433U6E5"	"A0A433U6E5_ELYCH"	"Amidase domain-containing protein"	431	""	""	"GO:0016020"
"EGW08_002793"	22	12	10	27	10	17	16	8	8	"A0A3S0ZYR6"	"A0A3S0ZYR6_ELYCH"	"Amidase domain-containing protein"	147	""	""	""
"EGW08_002794"	76	36	40	96	51	45	89	46	43	"A0A433U6G9"	"A0A433U6G9_ELYCH"	"Nucleotidyl transferase domain-containing protein"	479	""	"biosynthetic process [GO:0009058]"	"GO:0009058; GO:0016779"
"EGW08_002795"	185	225	183	236	278	266	241	279	229	"A0A433U6G5"	"A0A433U6G5_ELYCH"	"NADP-dependent oxidoreductase domain-containing protein"	336	""	""	"GO:0016491"
"EGW08_002796"	0	109	114	0	151	157	0	132	135	"A0A3S1BUZ9"	"A0A3S1BUZ9_ELYCH"	"Uncharacterized protein"	118	""	""	""
"EGW08_002797"	21	11	10	30	18	12	24	14	10	"A0A433U6L3"	"A0A433U6L3_ELYCH"	"Ribosomal protein L7Ae/L30e/S12e/Gadd45 domain-containing protein"	207	""	"regulation of cell cycle [GO:0051726]"	"GO:0005634; GO:0051726"
